2026-07-19 09:40:19,580 | INFO | paginator | fetching the Patient from: https://hapi.fhir.org/baseR4/Patient
2026-07-19 09:42:24,859 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:27,088 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:29,131 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:30,976 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:33,175 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:35,029 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:36,842 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:38,963 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:40,803 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:42,670 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:44,638 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:46,468 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:48,247 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:50,139 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:51,993 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:53,825 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:55,761 | INFO | paginator | received 500 records from Observation
2026-07-19 09:42:58,049 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:00,119 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:01,901 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:03,830 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:05,994 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:08,304 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:10,324 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:12,080 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:13,845 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:15,691 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:17,953 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:19,942 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:22,016 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:23,917 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:25,787 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:28,127 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:30,105 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:32,289 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:34,217 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:36,108 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:38,467 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:40,305 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:42,142 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:44,045 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:45,886 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:47,817 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:50,069 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:51,990 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:53,938 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:55,798 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:57,704 | INFO | paginator | received 500 records from Observation
2026-07-19 09:43:59,647 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:01,482 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:03,273 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:05,369 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:07,161 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:09,059 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:11,043 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:12,921 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:14,705 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:16,624 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:18,387 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:20,336 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:22,699 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:24,675 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:26,620 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:28,527 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:30,624 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:32,972 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:35,173 | INFO | paginator | received 500 records from Observation
2026-07-19 09:44:37,002 | INFO | paginator | received 75 records from Observation
2026-07-19 09:44:38,931 | INFO | paginator | fetching the Condition from: https://hapi.fhir.org/baseR4/Condition
2026-07-19 09:44:39,449 | INFO | paginator | received 500 records from Condition
2026-07-19 09:44:41,834 | INFO | paginator | received 500 records from Condition
2026-07-19 09:44:44,391 | INFO | paginator | received 500 records from Condition
2026-07-19 09:44:46,187 | INFO | paginator | received 65 records from Condition
2026-07-19 10:32:42,587 | INFO | paginator | fetching the Patient from: https://hapi.fhir.org/baseR4/Patient
2026-07-19 10:32:43,866 | INFO | paginator | received 500 records from Patient
2026-07-19 10:32:46,623 | INFO | paginator | received 500 records from Patient
2026-07-19 10:32:49,176 | INFO | paginator | received 500 records from Patient
2026-07-19 10:32:51,196 | INFO | paginator | received 500 records from Patient
2026-07-19 10:32:53,888 | INFO | paginator | received 500 records from Patient
2026-07-19 10:32:56,000 | INFO | paginator | received 500 records from Patient
2026-07-19 10:32:58,084 | INFO | paginator | received 322 records from Patient
2026-07-19 10:33:00,398 | INFO | paginator | fetching the Encounter from: https://hapi.fhir.org/baseR4/Encounter
2026-07-19 10:33:00,962 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:03,660 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:06,274 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:08,296 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:10,731 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:12,787 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:15,048 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:16,990 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:19,100 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:21,171 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:23,199 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:25,493 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:27,650 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:29,690 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:33:31,450 | INFO | paginator | received 144 records from Encounter
2026-07-19 10:33:33,895 | INFO | paginator | fetching the Observation from: https://hapi.fhir.org/baseR4/Observation
2026-07-19 10:33:34,370 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:37,031 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:39,329 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:41,200 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:44,432 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:46,371 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:48,227 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:50,085 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:52,018 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:53,835 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:55,763 | INFO | paginator | received 500 records from Observation
2026-07-19 10:33:58,083 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:00,105 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:02,138 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:04,160 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:06,144 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:08,283 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:10,219 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:12,186 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:14,415 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:16,385 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:18,341 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:20,285 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:22,329 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:24,503 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:26,594 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:29,120 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:31,167 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:33,124 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:35,257 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:37,298 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:39,458 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:41,485 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:43,506 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:45,867 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:47,786 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:49,914 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:51,821 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:53,787 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:55,916 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:57,971 | INFO | paginator | received 500 records from Observation
2026-07-19 10:34:59,986 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:02,012 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:04,048 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:06,066 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:07,944 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:09,818 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:11,768 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:13,857 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:15,779 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:17,805 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:19,797 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:21,789 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:23,885 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:25,830 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:28,106 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:29,932 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:31,854 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:33,834 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:35,799 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:37,885 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:39,775 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:41,705 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:44,053 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:46,251 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:48,294 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:50,178 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:52,184 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:54,145 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:56,029 | INFO | paginator | received 500 records from Observation
2026-07-19 10:35:57,996 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:00,086 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:01,971 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:03,898 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:05,934 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:07,858 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:09,840 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:11,847 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:13,859 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:16,194 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:18,037 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:20,032 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:22,002 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:23,836 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:25,816 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:27,977 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:30,022 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:32,136 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:34,021 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:35,965 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:38,307 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:40,241 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:42,464 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:44,348 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:46,375 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:48,234 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:50,274 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:52,193 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:54,375 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:56,471 | INFO | paginator | received 500 records from Observation
2026-07-19 10:36:58,570 | INFO | paginator | received 500 records from Observation
2026-07-19 10:37:00,657 | INFO | paginator | received 500 records from Observation
2026-07-19 10:37:02,679 | INFO | paginator | received 500 records from Observation
2026-07-19 10:37:04,882 | INFO | paginator | received 500 records from Observation
2026-07-19 10:37:06,706 | INFO | paginator | received 76 records from Observation
2026-07-19 10:37:08,748 | INFO | paginator | fetching the Condition from: https://hapi.fhir.org/baseR4/Condition
2026-07-19 10:37:09,259 | INFO | paginator | received 500 records from Condition
2026-07-19 10:37:11,811 | INFO | paginator | received 500 records from Condition
2026-07-19 10:37:14,430 | INFO | paginator | received 500 records from Condition
2026-07-19 10:37:16,096 | INFO | paginator | received 65 records from Condition
2026-07-19 10:50:10,543 | INFO | paginator | fetching the Patient from: https://hapi.fhir.org/baseR4/Patient
2026-07-19 10:50:11,274 | INFO | paginator | received 500 records from Patient
2026-07-19 10:50:13,920 | INFO | paginator | received 331 records from Patient
2026-07-19 10:50:16,136 | INFO | paginator | fetching the Encounter from: https://hapi.fhir.org/baseR4/Encounter
2026-07-19 10:50:16,664 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:50:19,220 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:50:21,651 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:50:23,855 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:50:26,304 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:50:28,288 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:50:30,200 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:50:32,251 | INFO | paginator | received 500 records from Encounter
2026-07-19 10:50:34,097 | INFO | paginator | received 172 records from Encounter
2026-07-19 10:50:36,169 | INFO | paginator | fetching the Observation from: https://hapi.fhir.org/baseR4/Observation
2026-07-19 10:50:36,643 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:39,185 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:41,651 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:43,771 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:46,837 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:48,694 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:50,559 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:52,555 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:54,509 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:56,468 | INFO | paginator | received 500 records from Observation
2026-07-19 10:50:58,467 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:00,372 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:02,581 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:04,820 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:06,812 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:08,826 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:10,809 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:12,887 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:14,787 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:17,199 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:19,109 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:21,135 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:23,118 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:25,107 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:27,277 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:29,375 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:31,461 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:33,408 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:35,278 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:37,352 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:39,458 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:41,369 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:43,649 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:45,583 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:47,798 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:50,031 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:51,986 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:53,939 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:55,782 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:57,724 | INFO | paginator | received 500 records from Observation
2026-07-19 10:51:59,763 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:01,885 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:03,731 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:05,644 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:07,517 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:09,492 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:11,533 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:13,670 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:15,502 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:17,327 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:19,211 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:21,186 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:23,218 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:25,241 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:27,195 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:29,063 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:30,906 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:32,892 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:35,076 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:36,975 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:38,868 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:40,899 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:43,018 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:45,138 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:47,193 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:49,101 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:50,989 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:52,966 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:54,848 | INFO | paginator | received 500 records from Observation
2026-07-19 10:52:56,757 | INFO | paginator | received 174 records from Observation
2026-07-19 10:52:58,849 | INFO | paginator | fetching the Condition from: https://hapi.fhir.org/baseR4/Condition
2026-07-19 10:52:59,355 | INFO | paginator | received 500 records from Condition
2026-07-19 10:53:01,507 | INFO | paginator | received 152 records from Condition
2026-07-19 12:22:35,910 | INFO | paginator | fetching the Patient from: https://hapi.fhir.org/baseR4/Patient
2026-07-19 12:22:37,206 | INFO | paginator | received 500 records from Patient
2026-07-19 12:22:39,849 | INFO | paginator | received 335 records from Patient
2026-07-19 12:22:51,669 | INFO | paginator | fetching the Encounter from: https://hapi.fhir.org/baseR4/Encounter
2026-07-19 12:22:52,198 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:22:54,985 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:22:57,440 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:22:59,370 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:23:01,852 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:23:03,955 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:23:06,043 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:23:08,034 | INFO | paginator | received 500 records from Encounter
2026-07-19 12:23:09,840 | INFO | paginator | received 173 records from Encounter
2026-07-19 12:23:17,186 | INFO | paginator | fetching the Observation from: https://hapi.fhir.org/baseR4/Observation
2026-07-19 12:23:17,655 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:20,311 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:22,866 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:24,710 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:27,745 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:29,965 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:31,902 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:33,874 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:35,832 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:37,828 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:39,829 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:41,904 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:44,072 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:46,135 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:48,038 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:50,113 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:52,154 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:53,995 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:55,902 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:57,931 | INFO | paginator | received 500 records from Observation
2026-07-19 12:23:59,844 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:01,811 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:03,801 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:05,746 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:07,857 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:09,783 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:11,872 | INFO | paginator | received 500 records from Observation
2026-07-19 12:24:13,816 | INFO | paginator | received 500 records from Observation
